Index,Symbol,Name,EgeriaScore,PortfolioWeight,YearlyReturn5YrAvg,P/E Ratio Norm,Price/Sales Norm,Beta Norm,Quick Ratio Norm,Debt/Equity Norm,EBIDTA Margin Norm,5 Year STD Norm,10 Year STD Norm,EBIDTA Avg Growth Rate Norm,Revenue Avg Growth Rate Norm,5 Year Return Norm,10 Year Return Norm
117,POOL,"unkown",7.54,0.0,35.01,-0.604368048009311,-2.113358895116182,-0.9462094070794014,-0.9375504368381584,1.9677741933763817,-0.5803597304313526,-2.9007457449848006,-1.21994546447889,1.6485938703142309,-0.2739585376894446,3,3
118,MSA,"unkown",7.5,0.0,16.96,-3,-3,-1.0011970687539018,0.6508181648829088,1.9751066298994002,-0.24241488527370653,-1.15730318776622,-0.9353350049646707,3,-1.0016396800430343,1.3916566380405317,2.0105131797681484
119,HD,"unkown",7.32,0.0,26.57,-0.5434132326450373,-2.57059378817375,-0.9216398748758087,-1.4743401125054088,1.0411907810499361,-0.29627681684381985,-1.2824883175353854,-0.4729964028506526,-0.11947121091421983,-1.1450341631453511,3,3
120,WDFC,"unkown",7.178,0.0,9.64,-2.337028632660532,-3,3,1.2908309133067695,1.9783242775171521,-0.10705201726552094,-1.951150147158863,-0.8057918717073491,-1.98991258888027,-1.0444133247682106,-0.07234476650770973,1.6477773504641513
121,NXPI,"unkown",7.129,0.0,37.73,0.09245023352786713,-3,-3,0.4086596935052298,1.9643845441925034,1.6878577884905088,-3,-3,2.7970454296275755,0.22398665643163868,3,3
122,AFG,"unkown",6.932,0.0,16.46,1.0686554790185732,0.6748476573252878,0.1335901516722232,,1.8800892437764207,,-2.0578121295608574,-1.1021807444407221,,-0.820484899116261,1.2913402894908688,1.5072125541671495
123,MCO,"unkown",6.925,0.0,27.15,-2.9519744652700126,-3,-2.2929935093660703,0.9566315789473685,1.9074235807860263,2.526600541027953,-1.5489813234971797,-0.9796614179076846,-3,-2.6291880935697045,3,3
124,AMAT,"unkown",6.842,0.0,92.65,0.015133055522660884,-3,-3,1.3765599565925122,1.982408710012845,1.3434019256182743,-3,-3,1.7274307447062107,0.24752890191099014,3,3
125,KO,"unkown",6.64,0.0,10.13,0.013457625691232086,-3,1.0794425054217271,-0.5513554791905306,1.945859450291045,1.4110678847751013,0.3826790090038781,1.0534294628110645,-1.4197346352010858,-0.6845164730070049,0.026463575383897934,-0.5129737344843208
126,A,"unkown",6.586,0.0,18.65,-1.0160148151484123,-3,-1.4790106178934692,1.5945102932002495,1.9831719418306244,0.5092798812175203,-1.2892091874673888,-0.7892916483792352,-0.2598378745972575,-1.2327977993763102,1.730405251052198,1.8267805284775334
127,CHD,"unkown",6.573,0.0,12.47,-0.8979864757537762,-3,1.3724381176071754,-0.7744022503516175,1.9755470249520153,0.22140799945466,-0.3339680300501504,0.32805431997473544,-1.195724126265628,-1.75043768691163,0.49418063428249015,1.218013250996357
128,JNJ,"unkown",6.391,0.0,6.39,1.2194242038636636,-3,1.4129494023865852,-0.17147055010587264,1.971272864745398,0.6292704951516842,0.9056201816553804,1.1464091795798366,-0.9558426297147257,-2.773672914828577,-0.722494167632812,-0.34415884082635384
129,EXPD,"unkown",6.305,0.0,13.79,0.06506170875982367,-0.2633480144931777,-0.8740732844811172,1.5736453392724292,1.9821582948103835,-0.8305643696687459,-0.9238300473061978,-0.39845338524320884,0.24505620110678591,-0.9871057917569139,0.7585706587471202,1.3087704429563218
130,IPAR,"unkown",6.143,0.0,18.62,-0.45401554305719105,-2.984546318700245,-1.7687350838984017,0.6957089408612913,1.9863550535964756,0.11111996509002575,-3,-2.876682196414607,3,3,1.7233484613382375,3
131,RUSHA,"unkown",6.012,0.0,36.21,1.1809141869027835,2.331014487654196,-1.0729231318933186,-1.4704173165761274,1.9735544094513862,-1.0703561276281308,-3,-2.4833769627952504,3,0.8914183627925958,3,2.006300264264243
132,MDLZ,"unkown",5.972,0.0,14.07,0.4108579627258115,-1.7798281997456464,1.1316189176282658,-1.3349813285646663,1.9696279824932938,0.12266770324300291,0.4776392899730437,0.023741054126745098,-0.7144959463251042,-0.862408788227653,0.8146521356519492,0.010151093928938811
133,MCHP,"unkown",5.923,0.0,24.3,0.3328091843325398,-3,-3,-1.0128903995382543,1.969735015966593,2.747637947385058,-3,-3,2.994197741056998,0.4835083825967672,2.859413059232363,2.8843532375018346
134,PRI,"unkown",5.919,0.0,23.51,0.8367324666009223,-2.4611864722701804,-1.2996676149016495,,1.8745210838314454,,-2.570591109982959,-1.6145727780889745,,-1.2605213798246073,2.702172289435415,3
135,DUK,"unkown",5.898,0.0,5.84,-0.14491969058639437,-1.4053390101147185,1.7243997081113256,-1.492680668865359,1.9484012054080468,3,-0.4270615730985554,0.2519437730352898,-0.15924108972938278,-1.4513724164709738,-0.8324038058148651,-0.5609327083055018
136,ROST,"unkown",5.886,0.0,13.7,-0.4099447946732618,-1.3784144533444453,-1.2376997208169038,0.5837470842181745,1.9574317204540521,-0.6007608794690247,-2.575032955180644,-1.5781173109424165,3,1.9783560688029496,0.7405756000376857,2.5700330689325286
137,HIG,"unkown",5.882,0.0,25.28,1.1479711651646896,1.009479183417589,-0.387099690762871,,1.919810791413845,,-3,-1.4580816889572805,,-1.745532401805668,3,1.1383212113563346
138,CTAS,"unkown",5.723,0.0,44.48,-1.9357423549392343,-3,-2.257241155196419,0.0765489869616327,1.9757640426233427,0.549719576887619,-2.200711793621041,-0.39894199275918485,-0.44010959856354503,-1.4632100917906459,3,3
139,ADP,"unkown",5.698,0.0,15.64,-0.36166905805983957,-3,0.06137644782116036,-1.7618243717206483,1.7294924624547605,1.115837477862837,-0.878040224254244,-0.6510825270631679,-0.6432317841704733,-1.5966556662901144,1.1285693916355144,2.5624280455059623
140,NDSN,"unkown",5.597,0.0,21.99,-0.6223655220114082,-3,-0.9251114399126648,0.42768373908457313,1.9795716034271726,1.0640376140740482,-1.627135918521665,-2.2267551957447784,-0.11290130841541597,-1.4998158671269506,2.397570962427402,2.0455468351694353
141,AME,"unkown",5.582,0.0,26.93,-0.7246680601304639,-3,-2.0515516143750023,-1.0128707928645693,1.9855825788920312,1.0708782088692503,-0.568093094300612,-0.5366503948305636,-0.501771982256993,-0.31217472824062253,3,1.4994950711552761
142,AVY,"unkown",5.407,0.0,23.01,-0.9759092949581522,-0.6095043383078848,-0.5163025329915116,-0.7924430450083348,1.9428365994642605,-0.6704207166170512,-1.8398596301433967,-0.8739731471112107,-1.5408392392484025,-1.6235518582492703,2.601758884734627,3
143,GRMN,"unkown",5.357,0.0,18.43,0.2898396676953084,-3,-0.9366929176192007,2.2471055255755186,1.9954606520765652,0.4285980149002028,-1.3968395339998692,-0.975763078272065,-2.428944184751039,-1.3912867962021913,1.6855908906607044,1.605074139380562
144,BLK,"unkown",5.338,0.0,24.48,0.12727992402423413,-3,-2.8150365324212,3,1.9583343075710982,2.408981465927543,-2.331118259480431,-1.7269837663716432,-1.5816038549804097,-2.218008960007532,2.8958711834832407,1.3247673641645406
145,LMT,"unkown",5.191,0.0,12.5,0.8152337762534146,0.33951315686258127,1.6168076091453383,-0.02125524000708512,1.8665076810534016,-0.4543665181808765,-0.657986764875238,-0.5750194670234281,-2.632734165451699,-2.7772684128495273,0.5007447531877284,1.2504813914580635
146,AEE,"unkown",5.094,0.0,3.03,0.6915315904735045,-1.4999112503616896,1.7622281267297784,-1.435575485799701,1.948273856727465,2.541333333333333,-0.037267373018864625,0.30248619525747067,-1.2347971400025664,-1.0628692273706182,-1.3936448195052589,-0.012258902392932213
147,WEC,"unkown",4.801,0.0,4.69,0.44887059847405175,-2.112119831322703,2.0221413237897754,-1.395440681942598,1.945777482857775,1.9664904981446079,-0.16244029989276587,0.4815148292639808,-1.443401993781619,-1.4730481943533982,-1.0623254544022704,0.10567674628982937
148,ORI,"unkown",4.644,0.0,16.24,1.0035562281400718,1.2187358537022488,-0.2990030725571191,,1.9373213533623472,,-1.6813260772476974,-0.2325982274095164,,-2.5541483655832264,1.2483546532576348,0.7615155956196736
149,LII,"unkown",4.547,0.0,19.69,-0.38142462566299373,-2.9525867541687245,-1.1342797582040742,-0.6917011630199092,1.8238345601121626,-0.23481001224432446,-1.9913990692646522,-0.9244445689280028,0.6544095971254968,-0.7669995492797792,1.9388533825492715,3
150,RPM,"unkown",4.445,0.0,24.71,-0.4142095100230919,-0.5399248784507596,-1.1298711405384188,0.3059107151122116,1.9566618336727641,-0.6328228186722912,-1.3365109183004833,-1.0220027064453259,-0.649373093053294,-1.0725437712434858,2.9411387235435082,1.1671958023741311
151,CDW,"unkown",4.362,0.0,35.43,-0.5846123893857775,0.34006253246405493,-1.3655333488800225,0.0678794560823226,1.8899182374541004,-1.0889315119760479,-1.8980848347878414,-1.3858904804841385,-1.458712823489055,-1.8790370644498817,3,3
152,FIX,"unkown",4.205,0.0,99.27,-0.9387253152089299,-0.6903484183061044,-1.938239055528772,0.08139413957082375,1.9682625766045379,-1.080748872619441,-3,-3,2.5555062219413864,1.5371540250150857,3,3
153,AWR,"unkown",4.135,0.0,2.0,0.2591645232047033,-3,1.8916623327587048,-0.34965160872148493,1.9621183880099315,2.2393222080278794,-0.36869043853855743,-1.0435937243167013,0.0936727316906282,-1.5401313961776348,-1.5990296647922364,0.42548310530537303
154,NI,"unkown",3.829,0.0,3.05,0.7929836650952448,-0.49753544824093154,1.6200937218142075,-0.7945528100131052,1.9493545032407855,2.038398663130744,-0.5024638724458699,-0.18547912785594622,-1.19654950448795,-1.7890806378850546,-1.3898074382025123,0.30709438357256963
155,GILD,"unkown",3.827,0.0,8.58,0.698336415670985,-3,3,0.11418439716312045,1.9655095694827662,1.8709201548958136,-0.11797002299113668,-0.5833342057954463,-1.7792297068806762,-2.339793375246146,-0.28495490993850353,-1.6539150839708783
156,HRB,"unkown",3.665,0.0,28.36,1.1687306173197254,-0.3818124232083394,0.4107768050796501,0.30697222571374416,0.10367140718562866,0.6806515247322908,-3,-2.9947937432755136,3,-0.931174434423216,3,-0.2548076455897929
157,JPM,"unkown",3.636,0.0,21.9,1.211118933844266,-3,-1.5532786190823067,,1.7836076223473365,,-2.2218162690990084,-0.9018764165163544,,-1.1551616759157242,2.3802682137941655,2.2688885147696625
158,ORCL,"unkown",3.627,0.0,24.86,-0.6516327901068857,-3,-0.9166747762849403,-0.5186660892161108,-0.4758247903075488,1.9158983497327031,-0.6718241978239003,-0.2866971670951326,-2.0865913372876825,-1.2559243978708032,2.9717256594163537,1.0307851972525222
159,PEG,"unkown",3.554,0.0,6.05,1.0846345766736472,-2.0145684501008194,1.066084343778858,-1.292070397468855,1.9544304451767138,2.532348491590282,-0.4149011069932911,-0.035534924876872154,-0.7480875591529312,-1.886348970443772,-0.7908403390903654,0.12168070856672936
160,SON,"unkown",3.392,0.0,2.78,1.1281908847134265,1.7008082529646562,0.6463330659026023,-0.0030859615353260317,1.9607305740943926,-0.3889412224101249,-0.3346136253173162,0.09525183441106844,3,-1.0024417451713432,-1.4449981635232698,-0.8167951843042507
161,LOW,"unkown",3.312,0.0,32.76,0.5541015686720049,0.39369821009338746,-1.5571195146092698,,2.0813273467096955,-0.49621476629091443,-2.2314667554830176,-1.8195085512432252,-1.8777249916708214,-2.173400868448604,3,3
162,CME,"unkown",3.179,0.0,6.57,0.04209247425518055,-3,1.4535422595688052,-1.9237975141542911,1.9229795907681606,3,-0.43616351935417885,-0.3035511419100754,-3,-2.0528920396989223,-0.6854143723928092,1.5655575016515126
163,JKHY,"unkown",3.12,0.0,7.73,-0.9237456940621278,-3,0.7656096167447951,-0.5450636647771208,1.9855106154142654,1.230328470633546,-0.25558056016758357,0.12475597502366043,-1.5583553688982539,-1.596973766319927,-0.4549685123945071,1.220233460635624
164,RJF,"unkown",3.035,0.0,28.24,0.8637067393510919,-0.8121151173363653,-1.199627566478244,,1.8665106716271784,,-3,-2.017508793006404,,-0.30440380915688153,3,1.8515679494109547
165,COP,"unkown",2.734,0.0,21.18,1.0980547443034894,-1.2010853954362266,-2.295320312126566,0.41479260369815085,1.9810690151991721,2.5636878573591493,-3,-3,3,3,2.2355721208898713,-0.20549573400214513
166,FELE,"unkown",2.611,0.0,20.8,-0.05244727157379266,-1.0330457256114927,-0.8248776417229831,0.1417368371545331,1.9914179240529826,-0.5169332919477826,-1.5075107223798394,-1.6967618155858482,1.9573120726520692,0.8172552281816003,2.1592377151384925,0.0956485662195943
167,ENSG,"unkown",2.59,0.0,34.12,-0.8129930798527875,-0.17001367559657593,-0.7211470140771437,0.7544011748261648,1.9640688131969046,-1.052822807161024,-3,-3,-1.3799543987916656,0.1848409056856603,3,3
168,LAD,"unkown",2.588,0.0,46.67,1.5042280684272897,2.784222990003907,-3,-1.1628482218888123,1.9570331032041068,-1.3710329095326161,-3,-3,3,3,3,2.746873466554153
169,AWK,"unkown",2.54,0.0,4.81,-0.024619475446702545,-3,0.8745928996207397,-1.0172013017201302,1.9581484127794224,3,-0.8112538394240705,0.051073328362721604,-1.5658090240165694,-2.186966549532344,-1.0383377268903589,0.9886036385212409
170,AOS,"unkown",2.282,0.0,15.46,0.0977946274583508,-2.932413325110437,-2.113579068587519,0.029831799428752692,1.985149642160052,0.13818521594684385,-1.5749886005990241,-1.1020404108001358,3,-0.93739616874125,1.0911047008296129,1.9251565260274932
171,BMY,"unkown",2.187,0.0,4.92,0.9641048588526625,-1.2934683557928792,2.1287263819368873,0.474530590243464,1.9553693510023786,2.302981824645603,-0.10038454364697635,-0.7947280223279662,-1.2140101886935384,-2.5926761778986913,-1.016171954421528,-1.6178544058575846
172,IBM,"unkown",2.01,0.0,17.9,-0.0019258095385055183,-2.1803645497887056,0.5136999501207173,-0.3941738467850653,1.9000328407224958,0.3752404662215683,-1.4945472258617327,-0.6660761786998828,2.5793337974754857,-2.2215601952725934,1.579110168116079,-1.0943505903343829
173,MGEE,"unkown",1.818,0.0,7.47,-0.059934828519457896,-3,0.5995854168391557,-0.6424571763088904,1.973065145828381,2.001601897944907,-0.18700816756170013,-0.12495635272631755,-1.021889612259826,-1.1974570981009562,-0.5062791928452216,0.16462458041990127
174,CSX,"unkown",1.8,0.0,12.34,0.34275815608250554,-3,-1.8801640667780395,-0.2450372208436724,1.9500742084432718,2.988060312478679,-1.0628757310593997,-2.048553727400149,-1.3497231767158921,-0.6255016428969778,0.4689159754945993,2.65802436954683
175,XEL,"unkown",1.796,0.0,0.98,0.7683020550909956,-0.4119907932336293,2.140121549596292,-1.1871903750884643,1.9472490917347867,1.6688723074757144,-0.3407875045413622,0.3501743794013983,-1.5081405306448954,-1.4462066707400711,-1.804766794684044,-0.20178544131208773
176,WOR,"unkown",1.773,0.0,42.45,1.252449640578511,1.9880544149378137,-3,1.2109766736626169,1.9784283238728995,-0.8521862994215543,-3,-3,3,1.1834032901382678,3,1.0789161559986018
177,HEI,"unkown",1.746,0.0,20.81,-3,-3,-1.8362501762218786,0.38020446627448745,1.9768778717067255,0.5452674890775638,-3,-1.7669398888975785,0.6000025935442466,0.811556169696253,2.1626206427673127,3
178,KAI,"unkown",1.733,0.0,56.44,-0.8267138671984066,-3,-2.3404985235801354,0.29586444598874095,1.9896749652967163,0.09582195156588036,-3,-2.5169917400517985,1.1679132388662317,-0.017473498645716033,3,3
179,RRX,"unkown",1.183,0.0,22.99,3,-0.16093134520973607,-1.5857558818377027,0.25512665862484907,1.971419069085636,-0.5246452397331499,-3,-2.572064395578508,3,2.85390986422063,2.598112719666073,-0.24441165480660554
180,FERG,"unkown",0.883,0.0,45.34,0.10994778850400673,0.7030915499443038,-2.0617429018430276,,1.9564939448084178,-1.0435641540924419,-2.671558009584298,-1.4157967891613472,-0.1821537557590453,-0.7412237795810291,3,2.2254517962865337
181,SHW,"unkown",0.871,0.0,29.19,-1.1279900191170964,-3,-1.7554661592946796,-1.1716488856026195,1.8964497550998438,-0.19975793752358806,-1.5512461115155576,-0.9052275764180386,-1.436082275891231,-1.416684816989077,3,3
182,TSCO,"unkown",0.665,0.0,40.38,-0.038735668786196324,-0.2086446379245015,-0.14045832009407067,-1.632965593395196,1.9345193653995187,-0.713936308704586,-2.2340487945439254,-2.399786934400476,-0.27052621219975104,-0.7386214171930525,3,1.9567563282515743
183,HUM,"unkown",0.205,0.0,5.75,0.6826029398489457,2.5300951803641007,1.7158059670640502,,1.9621854630426763,,-2.759163861024974,-1.8529999197990827,,-0.7330186603080773,-0.8509174208376586,1.0443979270203325
184,AFL,"unkown",0.129,0.0,17.82,1.2863041014407988,-1.462002409263785,-0.5331073021879251,,1.90471776211053,,-1.863354188141713,-0.908182972436518,,-3,1.563855767798965,0.921779478071882
